,fighter,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
1336,Chris Kelades,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",2.4,43%,2.64,48%,1.04,18%,53%,0.3
1337,Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",2.88,41%,2.59,51%,3.11,39%,50%,0.3
1338,Daniel Kelly,"6' 0""",185 lbs.,"70""",Southpaw,"Oct 31, 1977",3.62,38%,4.64,61%,1.86,34%,78%,0.3
1339,Thomas Almeida,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991",5.39,44%,4.69,64%,0.0,0%,75%,0.0
1340,Diego Rivas,"5' 8""",145 lbs.,"69""",Orthodox,"Nov 11, 1991",1.37,40%,2.14,52%,1.79,60%,64%,0.9
1341,Nina Ansaroff,"5' 5""",115 lbs.,"64""",Orthodox,"Dec 03, 1985",4.81,47%,3.55,54%,0.29,40%,77%,0.6
1342,Jorge de Oliveira,"5' 8""",155 lbs.,,Orthodox,"Jan 22, 1980",1.26,31%,4.84,48%,0.0,0%,22%,0.0
1343,Rodolfo Rubio Perez,"5' 5""",145 lbs.,,Orthodox,"Jan 29, 1987",1.13,36%,1.0,62%,2.0,33%,33%,0.0
1344,Leon Edwards,"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.56,47%,2.03,55%,1.35,30%,70%,0.4
1345,Alejandro Perez,"5' 6""",145 lbs.,"67""",Orthodox,"Sep 02, 1989",3.52,35%,2.94,64%,0.52,20%,73%,0.1
1346,Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",3.46,46%,2.66,56%,0.0,0%,66%,0.0
1347,Yair Rodriguez,"5' 11""",145 lbs.,"71""",Orthodox,"Oct 06, 1992",4.33,45%,3.13,57%,0.9,29%,63%,0.9
1348,Jose Quinonez,"5' 8""",135 lbs.,"69""",Southpaw,"Jul 28, 1990",3.6,45%,3.0,64%,2.7,47%,42%,0.6
1349,Leonardo Morales,"5' 8""",135 lbs.,,Southpaw,"Dec 22, 1992",2.05,47%,2.05,58%,0.0,0%,62%,0.0
1350,Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",0.97,38%,2.44,39%,0.0,0%,38%,3.8
1351,Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",2.85,51%,2.17,50%,2.64,50%,75%,0.3
1352,Humberto Brown Morrison,"5' 10""",145 lbs.,,,"Nov 03, 1984",1.71,50%,2.19,62%,1.43,25%,0%,0.0
1353,Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",3.65,49%,3.95,52%,0.78,37%,70%,1.1
1354,Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,37%,1.93,63%,0.7,50%,46%,0.2
1355,Gabriel Benitez,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",4.38,38%,3.26,70%,0.17,50%,56%,1.2
1356,Henry Briones,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980",3.47,42%,4.68,53%,0.0,0%,52%,0.6
1357,Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",3.35,52%,2.62,42%,1.27,33%,34%,1.0
1358,Josh Copeland,"6' 1""",265 lbs.,,Orthodox,"Oct 20, 1982",1.03,31%,3.01,55%,0.0,0%,57%,0.0
1359,Dooho Choi,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",5.32,51%,6.38,53%,0.41,20%,50%,0.0
1360,Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991",3.89,43%,4.75,53%,2.0,57%,61%,0.6
1361,Ashlee Evans-Smith,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.54,34%,4.69,55%,1.1,23%,66%,0.0
1362,Justin Jones,"5' 11""",185 lbs.,,Orthodox,"Sep 06, 1987",1.7,36%,3.17,45%,1.0,15%,46%,0.5
1363,Tecia Torres,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",4.3,47%,3.37,62%,0.68,15%,56%,0.1
1364,Aisling Daly,"5' 2""",115 lbs.,"64""",Orthodox,"Dec 24, 1987",2.92,52%,1.4,55%,2.15,41%,33%,0.9
1365,Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985",6.59,49%,4.4,53%,1.8,55%,58%,0.5
1366,Bec Rawlings,"5' 6""",125 lbs.,"64""",Orthodox,"Feb 11, 1989",4.48,42%,5.66,57%,0.71,40%,68%,0.4
1367,Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.29,42%,2.85,53%,3.44,35%,48%,0.3
1368,Jessica Penne,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 30, 1983",2.46,33%,4.73,48%,1.58,25%,20%,0.6
1369,Felice Herrig,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",3.63,36%,4.84,49%,1.18,30%,72%,0.9
1370,Emily Kagan,"5' 3""",115 lbs.,,,"Jul 14, 1981",2.6,36%,5.29,38%,1.86,14%,50%,0.0
1371,Angela Magana,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983",1.53,28%,4.92,42%,0.4,25%,28%,0.4
1372,Alex Chambers,"5' 3""",115 lbs.,"63""",Southpaw,"Oct 25, 1978",2.97,54%,5.1,50%,2.31,41%,53%,1.0
1373,Seo Hee Ham,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987",4.2,39%,5.15,61%,0.0,0%,66%,0.2
1374,Heather Clark,"5' 6""",115 lbs.,"64""",Orthodox,"Sep 19, 1980",3.69,49%,5.62,50%,0.33,4%,80%,0.3
1375,Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",4.13,40%,3.98,60%,1.91,53%,50%,0.8
1376,Angela Hill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",5.66,50%,4.98,64%,0.45,36%,76%,0.1
1377,Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2.85,41%,3.2,59%,1.23,28%,57%,0.2
1378,Lisa Ellis,"5' 4""",115 lbs.,,,"Nov 15, 1982",1.68,48%,2.32,57%,4.19,63%,50%,0.6
1379,Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",4.23,36%,3.06,60%,0.6,16%,73%,0.0
1380,Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987",3.92,45%,2.77,65%,2.12,33%,93%,0.2
1381,Bryan Barberena,"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989",5.48,48%,4.7,45%,0.23,28%,60%,0.5
1382,Willie Gates,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",1.8,38%,4.28,38%,0.0,0%,67%,0.4
1383,Antonio Dos Santos,"5' 10""",185 lbs.,,Orthodox,"Jul 21, 1988",5.4,51%,3.94,43%,0.0,0%,100%,0.0
1384,Jake Collier,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 25, 1988",4.92,41%,4.09,53%,0.57,23%,67%,0.4
1385,Renato Moicano,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",5.4,46%,3.74,65%,1.28,53%,78%,0.6
1386,Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",3.7,52%,3.09,64%,0.16,33%,54%,0.0
1387,Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",3.35,37%,3.33,65%,0.84,33%,100%,0.0
1388,Marion Reneau,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977",3.29,41%,3.37,61%,0.66,63%,50%,0.8
1389,Frankie Perez,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989",1.64,41%,2.17,54%,1.75,41%,50%,0.3
1390,Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,60%,3.26,51%,0.0,0%,71%,0.0
1391,Paul Redmond,"5' 10""",145 lbs.,,Orthodox,"Oct 20, 1986",0.72,34%,2.99,41%,0.0,0%,50%,0.0
1392,Anthony Christodoulou,"5' 9""",155 lbs.,,Orthodox,"Jul 30, 1987",2.19,26%,5.9,45%,0.0,0%,40%,0.0
1393,Konstantin Erokhin,"5' 11""",230 lbs.,,Orthodox,"Jan 31, 1983",1.07,36%,1.83,47%,0.0,0%,70%,0.0
1394,Sultan Aliev,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",1.41,45%,2.2,56%,1.76,38%,100%,0.0
1395,Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",1.42,44%,2.63,51%,3.37,37%,57%,1.4
1396,Cody Pfister,"5' 10""",155 lbs.,"73""",Orthodox,"Jul 12, 1990",1.41,25%,2.8,51%,2.82,30%,0%,0.0
1397,Alex Torres,"5' 10""",145 lbs.,,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2.0,22%,50%,0.0
1398,Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986",2.46,32%,3.5,54%,0.47,33%,69%,0.0
1399,Holly Holm,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 17, 1981",3.16,38%,2.8,57%,0.81,30%,76%,0.1
1400,Joe Duffy,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",2.68,34%,3.78,54%,0.96,66%,64%,0.7
1401,Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",1.58,26%,1.89,61%,2.84,25%,84%,0.0
1402,Alex Oliveira,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.87,50%,2.18,48%,2.41,37%,63%,0.6
1403,Bentley Syler,"5' 4""",125 lbs.,,Orthodox,"Dec 22, 1982",1.3,18%,1.73,79%,0.0,0%,75%,0.0
1404,Shamil Abdurakhimov,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981",2.45,44%,2.45,58%,1.23,24%,47%,0.2
1405,Timothy Johnson,"6' 3""",265 lbs.,"77""",Southpaw,"Mar 13, 1985",3.43,45%,3.08,44%,1.09,24%,69%,0.0
1406,Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",3.56,54%,2.94,45%,1.15,22%,34%,0.9
1407,Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",2.6,34%,2.98,54%,0.0,0%,60%,0.0
1408,Aleksandra Albu,"5' 2""",115 lbs.,"63""",Orthodox,"Jul 14, 1990",4.83,47%,5.56,38%,2.27,50%,77%,0.4
1409,Rocky Lee,"5' 9""",145 lbs.,,Orthodox,"Apr 08, 1987",2.47,51%,5.33,44%,1.0,10%,33%,0.0
1410,Stevie Ray,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990",3.73,44%,2.93,54%,0.75,46%,55%,0.6
1411,Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,36%,3.1,52%,2.64,35%,43%,0.6
1412,Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",2.2,69%,1.35,53%,7.08,69%,80%,0.0
1413,Izabela Badurek,"5' 5""",115 lbs.,,Orthodox,"Jul 11, 1991",3.74,71%,4.9,32%,1.75,12%,100%,0.0
1414,Taylor Lapilus,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",3.77,45%,2.0,61%,0.58,40%,81%,0.6
1415,Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",4.09,31%,4.15,53%,0.56,18%,47%,0.4
1416,Shane Campbell,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987",3.99,59%,3.19,55%,1.36,28%,82%,0.0
1417,Jonavin Webb,"5' 10""",170 lbs.,,Orthodox,"Apr 28, 1989",1.47,30%,2.27,64%,2.5,31%,40%,1.0
1418,Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",3.51,40%,3.01,59%,0.25,33%,63%,1.0
1419,Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",2.87,54%,2.07,61%,3.67,42%,85%,0.0
1420,Islam Makhachev,"5' 10""",155 lbs.,"70""",Southpaw,"Oct 27, 1991",2.0,56%,0.77,70%,3.46,68%,93%,1.0
1421,Leo Kuntz,"5' 10""",155 lbs.,,Orthodox,"Oct 03, 1983",1.68,32%,3.8,45%,1.99,25%,33%,0.7
1422,Elizeu Zaleski dos Santos,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986",4.05,39%,3.07,59%,0.57,17%,52%,0.5
1423,Darren Till,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",2.27,46%,2.99,58%,0.54,41%,82%,0.0
1424,Ericka Almeida,"5' 6""",115 lbs.,,Orthodox,"Mar 05, 1989",1.07,39%,3.33,43%,0.5,33%,37%,0.0
1425,Nicolas Dalby,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",3.2,37%,3.57,55%,1.45,33%,63%,0.0
1426,Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.34,50%,2.81,60%,0.0,0%,70%,1.1
1427,Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",2.59,58%,2.68,41%,3.31,50%,23%,0.4
1428,Arnold Allen,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",3.19,41%,2.0,67%,1.36,52%,76%,0.5
1429,Steve Kennedy,"5' 11""",170 lbs.,,Orthodox,"Mar 07, 1983",2.28,35%,5.52,45%,2.51,33%,0%,0.0
1430,Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",2.06,35%,3.88,57%,1.01,25%,66%,0.0
1431,Joe Merritt,"6' 0""",170 lbs.,,Orthodox,"Mar 07, 1984",1.53,58%,0.73,66%,0.0,0%,68%,0.0
1432,Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",1.81,63%,0.76,65%,0.71,50%,50%,0.7
1433,Steve Montgomery,"6' 4""",185 lbs.,,Southpaw,"Dec 19, 1990",4.85,39%,4.12,47%,0.0,0%,64%,0.0
1434,Lewis Gonzalez,"5' 10""",170 lbs.,,Orthodox,"Sep 19, 1987",1.4,37%,1.87,41%,2.0,33%,62%,0.0
1435,Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",5.99,52%,5.38,50%,0.92,33%,100%,0.0
1436,Sirwan Kakai,"5' 5""",135 lbs.,,Orthodox,"Oct 03, 1989",3.57,41%,4.63,62%,4.0,42%,83%,0.0
1437,Vicente Luque,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",5.72,53%,5.82,52%,0.68,50%,64%,0.8
1438,Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.58,49%,4.0,49%,1.52,34%,67%,0.9
1439,Dominic Waters,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989",0.48,23%,2.53,39%,4.07,52%,28%,0.0
1440,Hayder Hassan,"5' 10""",170 lbs.,,,"Oct 20, 1982",2.11,46%,3.16,48%,0.0,0%,25%,0.0
1441,Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",4.66,54%,2.33,58%,3.22,47%,100%,0.1
1442,Michael Graves,"5' 10""",170 lbs.,"71""",Orthodox,"Jan 08, 1991",1.25,54%,1.47,58%,4.8,52%,66%,0.4
1443,Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0
1444,Cortney Casey,"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987",4.33,38%,4.19,52%,0.28,27%,38%,0.6
1445,Chris de la Rocha,"6' 3""",250 lbs.,"80""",Orthodox,"May 15, 1979",4.08,45%,6.37,43%,2.02,30%,33%,1.0
1446,Teemu Packalen,"6' 1""",155 lbs.,"75""",Orthodox,"May 22, 1987",2.57,54%,3.91,47%,2.31,25%,100%,1.5
1447,Jimmie Rivera,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989",4.03,40%,3.9,60%,0.88,27%,92%,0.1
1448,Andrew Holbrook,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",2.2,49%,3.0,54%,0.85,18%,10%,2.1
1449,Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0.0
1450,Dileno Lopes,"5' 5""",135 lbs.,,,"Sep 26, 1984",2.37,36%,3.33,53%,2.5,31%,100%,1.5
1451,Jessica Aguilar,"5' 3""",115 lbs.,"63""",Orthodox,"May 08, 1982",4.93,50%,7.19,53%,0.94,25%,50%,0.2
1452,Fernando Bruno,"5' 6""",145 lbs.,,,"Feb 24, 1982",1.75,39%,1.78,48%,2.02,22%,56%,0.5
1453,Glaico Franca Moreira,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",2.35,42%,3.46,47%,2.68,42%,76%,0.3
1454,Reginaldo Vieira,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",3.76,40%,2.89,59%,1.97,27%,25%,0.8
1455,Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",4.44,49%,3.47,54%,2.16,58%,66%,0.2
1456,Jonathan Wilson,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0
1457,Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",1.51,31%,5.07,52%,0.83,37%,38%,0.6
1458,Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.7,55%,0.94,33%,37%,0.0
1459,Misha Cirkunov,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",4.18,51%,3.22,60%,4.28,57%,71%,2.3
1460,Daniel Jolly,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984",1.32,46%,3.39,44%,2.83,33%,50%,0.0
1461,Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",3.92,37%,4.43,56%,0.24,50%,64%,0.7
1462,Nazareno Malegarie,"5' 8""",155 lbs.,,,"May 16, 1986",3.87,34%,3.27,69%,1.0,33%,0%,0.0
1463,Teruto Ishihara,"5' 7""",135 lbs.,"69""",Southpaw,"Jul 23, 1991",3.26,44%,3.63,53%,0.5,16%,30%,0.0
1464,Roger Zapata,"5' 11""",170 lbs.,,Southpaw,"May 09, 1986",2.6,51%,2.13,36%,0.0,0%,81%,1.4
1465,Yusuke Kasuya,"5' 7""",155 lbs.,,Southpaw,"Nov 16, 1989",2.17,44%,4.34,48%,1.36,33%,0%,0.0
1466,Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52%,1.96,58%,1.81,34%,41%,0.6
1467,Bruno Rodrigues,"5' 6""",135 lbs.,,,"Jun 28, 1991",2.01,34%,3.42,40%,0.0,0%,25%,0.0
1468,Matheus Nicolau,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",3.79,52%,2.83,67%,1.93,44%,100%,1.4
1469,Anton Zafir,"5' 11""",170 lbs.,,Orthodox,"May 10, 1987",2.99,64%,2.31,52%,6.11,60%,0%,0.0
1470,Vernon Ramos Ho,"5' 6""",170 lbs.,,Orthodox,"Jun 03, 1992",4.0,25%,8.0,55%,0.0,0%,0%,0.0
1471,Marco Polo Reyes,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 07, 1984",6.0,37%,5.52,59%,0.0,0%,46%,0.0
1472,Alvaro Herrera Mendoza,"6' 0""",155 lbs.,"74""",Orthodox,"May 14, 1990",1.89,38%,3.4,55%,0.0,0%,33%,1.1
1473,Enrique Marin,"5' 10""",170 lbs.,,,"Sep 02, 1986",1.43,33%,3.0,50%,2.5,38%,60%,1.0
1474,Enrique Barzola,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.2,45%,66%,0.3
1475,Cesar Arzamendia,"5' 11""",155 lbs.,,Orthodox,"Jan 31, 1991",5.37,45%,5.2,56%,7.32,75%,0%,2.4
1476,Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",2.79,44%,2.06,64%,2.29,36%,66%,0.0
1477,Horacio Gutierrez,"5' 10""",145 lbs.,,,"Sep 15, 1990",0.86,26%,2.91,46%,0.0,0%,50%,0.0
1478,Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",2.84,41%,4.1,54%,1.27,53%,33%,0.0
1479,Nathan Coy,"5' 10""",170 lbs.,"69""",Southpaw,"Jul 24, 1978",3.88,52%,2.4,61%,3.17,47%,50%,0.0
1480,Danny Roberts,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987",3.41,44%,3.08,55%,0.18,6%,53%,0.4
1481,Chris Gruetzemacher,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",7.02,57%,5.54,55%,0.0,0%,62%,0.0
1482,Artem Lobov,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",3.52,41%,4.82,50%,0.39,25%,52%,0.0
1483,Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",5.07,47%,5.72,50%,1.32,54%,58%,0.9
1484,Abner Lloveras,"5' 11""",155 lbs.,,,"Sep 04, 1982",6.27,49%,6.87,43%,2.0,20%,0%,0.0
1485,Jason Knight,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",2.95,33%,3.02,51%,1.31,31%,47%,1.7
1486,Ryan Hall,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985",2.32,43%,0.96,75%,0.31,16%,0%,0.9
1487,Marcin Wrzosek,"5' 9""",155 lbs.,,,"Oct 14, 1987",3.47,43%,4.07,43%,3.0,25%,33%,0.0
1488,Jocelyn Jones-Lybarger,"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985",2.96,31%,4.83,56%,0.34,25%,81%,0.0
1489,Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2.23,37%,2.03,47%,0.0,0%,71%,0.5
1490,Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",1.81,43%,2.22,47%,3.09,36%,50%,1.0
1491,Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",2.98,50%,2.03,62%,2.21,58%,75%,0.3
1492,Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985",5.27,39%,5.65,56%,0.1,12%,75%,0.1
1493,Alex Morono,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",4.96,42%,3.69,56%,0.44,28%,47%,0.4
1494,Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",4.65,48%,4.62,59%,1.01,35%,55%,0.2
1495,Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",2.63,31%,5.11,58%,1.14,15%,62%,0.0
1496,Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986",3.41,40%,4.27,38%,0.0,0%,81%,0.0
1497,Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",3.73,49%,3.33,50%,2.0,28%,0%,0.0
1498,Mehdi Baghdad,"6' 1""",155 lbs.,,Orthodox,"Apr 13, 1985",3.13,30%,4.56,46%,0.0,0%,33%,0.0
1499,Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.21,51%,4.11,53%,0.31,20%,66%,0.3
1500,Felipe Olivieri,"5' 9""",155 lbs.,,Orthodox,"Apr 12, 1985",6.68,58%,4.6,57%,0.0,0%,71%,0.0
1501,Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",3.67,47%,2.8,53%,1.0,46%,71%,0.6
1502,Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",4.0,36%,7.65,51%,0.0,0%,0%,0.0
1503,Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",2.55,46%,3.65,42%,1.15,26%,40%,2.1
1504,Alex Nicholson,"6' 4""",185 lbs.,"77""",Orthodox,"May 02, 1990",4.12,43%,4.65,47%,0.0,0%,50%,0.5
1505,Mike Jackson,"6' 2""",170 lbs.,,Orthodox,"Mar 22, 1985",4.25,58%,1.33,75%,0.95,100%,88%,0.0
1506,Augusto Mendes,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983",2.42,34%,3.91,56%,1.75,33%,80%,0.0
1507,Leonardo Guimaraes,"6' 0""",185 lbs.,,Orthodox,"Apr 15, 1982",2.35,56%,2.99,44%,0.0,0%,52%,1.0
1508,Kelly Faszholz,"5' 8""",135 lbs.,,Orthodox,"Apr 09, 1985",4.01,48%,3.61,52%,0.0,0%,44%,0.0
1509,David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.69,43%,3.53,55%,0.94,33%,77%,0.0
1510,Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",3.39,48%,5.77,47%,0.57,20%,100%,0.0
1511,Martin Svensson,"6' 1""",155 lbs.,,,"Apr 25, 1985",2.02,38%,5.91,38%,0.0,0%,0%,0.0
1512,Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",3.68,34%,5.64,50%,1.23,80%,83%,0.3
1513,Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984",3.66,38%,4.86,50%,0.68,27%,53%,0.7
1514,Bojan Velickovic,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",2.18,34%,2.31,57%,0.67,25%,55%,0.5
1515,Cyril Asker,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985",3.35,39%,5.82,35%,4.41,62%,100%,0.9
1516,Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",2.99,46%,2.99,66%,0.68,60%,39%,0.2
1517,Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.7,50%,3.25,56%,1.62,45%,82%,0.1
1518,Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.59,53%,1.7,57%,6.64,54%,33%,0.0
1519,Cristina Stanciu,"5' 3""",115 lbs.,,Orthodox,"Mar 29, 1994",2.5,50%,3.07,52%,0.85,100%,40%,1.7
1520,Alessio Di Chirico,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",3.3,41%,3.24,62%,1.62,45%,83%,0.0
1521,Filip Pejic,"5' 8""",135 lbs.,,Orthodox,"Jul 21, 1992",0.0,0%,0.88,33%,0.0,0%,0%,0.0
1522,Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987",2.05,44%,4.21,39%,0.35,50%,47%,0.7
1523,Cody East,"6' 3""",245 lbs.,,Orthodox,"Jun 29, 1988",4.15,43%,7.32,40%,3.97,100%,16%,0.0
